price,url,title,Anyag,Nyaklánc kapocs,Motívum,Célcsoport,Ékszer súlya,Tisztaság,Arany színe,Hossz,Szélesség,Magasság,Kő
90430,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-opal-nyaklanc-cirkoniaval-p121966.html,"Arany opál nyaklánc cirkonokkal, nőknek (IZ11260) | aEkszerek.hu",Arany 14K,karabíner,,Női,3.53 gramm,"0,585",,Válassza ki a méretet,8 mm,23 mm,"Mesterséges opál, Cirkon"
52910,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-cirkoniakkal-karen-p156605.html,"Női arany nyaklánc cirkóniákkal Karen, nőknek (IZ24629N) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.33 gramm,,Sárga arany,Válassza ki a méretet,26 mm,2.6 mm,Cirkon
67980,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143272.html," nyaklánc szívvel Wire Art kollekció, nőknek (IZ18480) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,,"0,585",Sárga arany,,25 mm,25 mm,
118790,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143259.html," nyaklánc, nőknek (IZ18492) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,4.22 gramm,"0,585",Sárga arany,,"29,5 mm",39 mm,
59870,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-fekete-kovekkel-es-szivvel-p141120.html,"Arany nyaklánc fekete kövekkel és szívvel, nőknek (IZ17488) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.72 gramm,"0,585",Sárga arany,,10 mm,9 mm,Vörösvasérc
60510,https://www.aekszerek.hu//arany/nyaklancok/noi/haromszinu-arany-nyaklanc-szivecskekkel-p156943.html,"Háromszínű arany nyaklánc szívecskékkel, nőknek (IZ24965) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.44 gramm,"0,585",,Válassza ki a méretet,3 - 5 mm,3 - 5 mm,
213420,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-ewelina-p155871.html,"Arany nyaklánc Ewelina, nőknek (IZ24374) | aEkszerek.hu",Arany 14K,karabíner,,Női,8.24 gramm,"0,585",Sárga arany,Válassza ki a méretet,80 mm,10.5 - 20 cm,
67010,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-szivekkel-p156848.html,"Női arany nyaklánc szívekkel, nőknek (IZ24697) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.72 gramm,"0,585",Sárga arany,Válassza ki a méretet,,7 mm,
69150,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-fold-p156777.html,"Női arany nyaklánc Föld, nőknek (IZ24647) | aEkszerek.hu",Arany 14K,rugós kapocs,csillagjegy ,Női,2.81 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
47900,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143255.html," nyaklánc, nőknek (IZ18475) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.89 gramm,"0,585",Sárga arany,,"3,1 mm",22 mm,
59870,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-fekete-hematittal-es-merleglemez-p141066.html,"Arany nyaklánc fekete hematittal és mérleglemez, nőknek (IZ17493) | aEkszerek.hu",Arany 14K,rugós kapocs,Kör,Női,2.73 gramm,"0,585",Sárga arany,,"9,8 mm",,Vörösvasérc
64600,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-p-betuvel-p148165.html,"Arany nyaklánc P betűvel, nőknek (IZ20892P) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.71 gramm,"0,585",,Válassza ki a méretet,"16,5 mm",,
68450,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143260.html," nyaklánc, nőknek (IZ18493) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.07 gramm,"0,585",Sárga arany,,,,Vörösvasérc
68890,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143274.html," nyaklánc Wire Art kollekció, nőknek (IZ18486) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.72 gramm,"0,585",Sárga arany,,25 mm,,
55760,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kereszt-p141350.html,"Arany nyaklánc Kereszt, nőknek (IZ17738) | aEkszerek.hu",Arany 14K,rugós kapocs,3D,Női,2.33 gramm,"0,585",Sárga arany,,10 mm,14 mm,
54660,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-es-nyaklanc-lemezek-p130982.html,"Arany nyaklánc lemezekkel, nőknek (IZ14284R) | aEkszerek.hu",,rugós kapocs,,Női,2.30 gramm,"0,585",Sárga arany,Válassza ki a méretet,"11,9 - 19,8 mm","2,2 mm",
50630,https://www.aekszerek.hu//arany/nyaklancok/noi/nyaklanc-keresztekkel-hit-p144917.html,"Nyaklánc keresztekkel Hit, nőknek (IZ19838NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,2.12 gramm,"0,585",,,4 mm,7 mm,
62780,https://www.aekszerek.hu//arany/nyaklancok/medallal/zomancos-arany-nyaklanc-t-betuvel-p148140.html,"Zománcos arany nyaklánc T betűvel, nőknek (IZ20893T) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.60 gramm,,Sárga arany,,14 mm,m 23 mm,
55960,https://www.aekszerek.hu//arany/nyaklancok/noi/ketszinu-arany-nyaklanc-szerelmespar-p148257.html,"Kétszínű arany nyaklánc Szerelmespár, nőknek (IZ20890YW) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,2.33 gramm,,Kombinált arany,Válassza ki a méretet,16 mm,"20,7 mm",
62130,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gyemant-p154868.html,"Arany nyaklánc Gyémánt, nőknek (IZ23688) | aEkszerek.hu",Arany 14K,karabíner,Gyémánt,Női,2.51 gramm,"0,585",Sárga arany,Válassza ki a méretet,14 mm,10 mm,
74740,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-angyalszarny-wire-art-p143651.html," nyaklánc angyalszárny Wire Art kollekció, nőknek (IZ18432) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,2.94 gramm,"0,585",Sárga arany,,15 mm,35 mm,
88720,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143291.html," nyaklánc, nőknek (IZ18483) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.60 gramm,"0,585",Sárga arany,,"6,3 mm","24,6 mm",
77090,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143491.html," nyaklánc, nőknek (IZ18338) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,3.59 gramm,"0,585",Sárga arany,Válassza ki a méretet,"4,9 mm",8 mm,Vörösvasérc
57710,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-j-betuvel-p148308.html,"Arany nyaklánc J betűvel, nőknek (IZ20892MJ) | aEkszerek.hu",Arany 14K,,betű,Női,2.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,"16,5 mm",,
64600,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-k-betuvel-p148223.html,"Arany nyaklánc K betűvel, nőknek (IZ20892K) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.73 gramm,"0,585",Sárga arany,,"16,5 mm",,
64600,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-g-betuvel-p148222.html,"Arany nyaklánc G betűvel, nőknek (IZ20892G) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.65 gramm,"0,585",Sárga arany,,"16,5 mm",,
63040,https://www.aekszerek.hu//arany/nyaklancok/noi/zomancos-arany-nyaklanc-p-betuvel-p148167.html,"Zománcos arany nyaklánc P betűvel, nőknek (IZ20893P) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.63 gramm,,Sárga arany,Válassza ki a méretet,14 mm,23 mm,
65320,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-z-betuvel-p148227.html,"Arany nyaklánc Z betűvel, nőknek (IZ20892Z) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.71 gramm,"0,585",Sárga arany,,"16,5 mm",,
64600,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-v-betuvel-p148226.html,"Arany nyaklánc V betűvel, nőknek (IZ20892V) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.69 gramm,"0,585",Sárga arany,,"16,5 mm",,
95290,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-hosszu-arany-nyaklanc-feher-es-sarga-kockakkal-p157573.html, hosszú arany nyaklánc fehér és sárga kockákkal (IZ19898RNH) | aEkszerek.hu,Arany 9K,rugós kapocs,Kocka,,3.39 gramm,"0,375",Kombinált arany,,3 mm,,
74160,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-kombinalt-arany-nyaklanc-golyocskakkal-p157050.html,"Női kombinált arany nyaklánc golyócskákkal, nőknek (IZ25017) | aEkszerek.hu",Arany 14K,karabíner,Gyolyócskák,Női,3.06 gramm,"0,585",Kombinált arany,,4 - 6 mm,,
75200,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lemezekkel-es-gravirozott-golyocskakkal-p156824.html,"Arany nyaklánc lemezekkel és gravírozott golyócskákkal, nőknek (IZ24693) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.03 gramm,,Sárga arany,Válassza ki a méretet,4 mm,,
70520,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lemezekkel-es-szivvel-love-p156678.html,"Arany nyaklánc lemezekkel és szívvel Love, nőknek (IZ24613) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.94 gramm,"0,585",,Válassza ki a méretet,6 mm,20 mm,
66880,https://www.aekszerek.hu//arany/nyaklancok/noi/zomancos-arany-nyaklanc-o-betuvel-p148231.html,"Zománcos arany nyaklánc O betűvel, nőknek (IZ20893O) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.83 gramm,,Sárga arany,Válassza ki a méretet,14 mm,23 mm,
63040,https://www.aekszerek.hu//arany/nyaklancok/noi/zomancos-arany-nyaklanc-i-betuvel-p148172.html,"Zománcos arany nyaklánc I betűvel, nőknek (IZ20893II) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.68 gramm,,Sárga arany,Válassza ki a méretet,"14,2 mm",23 mm,
64800,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-i-betuvel-p148164.html,"Arany nyaklánc I betűvel, nőknek (IZ20892I) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.67 gramm,"0,585",Sárga arany,Válassza ki a méretet,"16,5 mm",,
67530,https://www.aekszerek.hu//arany/nyaklancok/noi/zomancos-arany-nyaklanc-i-betuvel-p148166.html,"Zománcos arany nyaklánc I betűvel, nőknek (IZ20893I) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,2.78 gramm,,Sárga arany,Válassza ki a méretet,14 mm,23 mm,
80330,https://www.aekszerek.hu//arany/nyaklancok/noi/nyaklanc-tanyerokkal-es-hematit-balance-p143494.html,"Nyaklánc tányérokkal és hematit Balance, nőknek (IZ18344) | aEkszerek.hu",Arany 14K,rugós kapocs,Kör,,3.73 gramm,"0,585",Sárga arany,Válassza ki a méretet,"5,4 mm",,Vörösvasérc
83210,https://www.aekszerek.hu//arany/nyaklancok/gyemant/arany-brilians-nyaklanc-sziv-0-060-ct-p147608.html,"Arany gyémánt nyaklánc Szív 0,060 ct, nőknek (BSBR123) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.34 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,7 mm,"Brilliáns, Gyémánt"
56690,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-foldgomb-p153422.html,"Arany nyaklánc Földgömb, nőknek (IZ20626NHHR) | aEkszerek.hu",Arany 9K,rugós kapocs,,,1.94 gramm,"0,375",Sárga arany,,14 mm,,
52790,https://www.aekszerek.hu//arany/karkotok/ferfi/arany-nyaklanc-v-i-p-gyerek-labnyom-p153082.html,"Arany nyaklánc V.I.P. Gyerek lábnyom, nőknek (IZ8182MHR) | aEkszerek.hu",,rugós kapocs,Lábacskák,Női,1.80 gramm,"0,375",Sárga arany,,,10mm,
75890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-baba-labnyommal-it-s-a-girl-p151118.html,"Arany nyaklánc baba lábnyommal It´s a girl, nőknek (IZ21798B) | aEkszerek.hu",Arany 14K,,Lábacskák,Női,1.87 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,,
88690,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-baba-labnyommal-it-s-a-boy-p151117.html,"Arany nyaklánc baba lábnyommal It´s a boy, nőknek (IZ21798) | aEkszerek.hu",Arany 14K,,,Női,2.21 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
88290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-foldgomb-p151119.html,"Arany nyaklánc Földgömb, nőknek (IZ20626NH) | aEkszerek.hu",Arany 14K,,,Női,2.20 gramm,"0,585",Sárga arany,Válassza ki a méretet,14 mm,,
70880,https://www.aekszerek.hu//arany/nyaklancok/noi/nyaklanc-sziv-dobogas-heratis-p145517.html,"IZlato szívverés nyaklánc, nőknek (IZ20068) | aEkszerek.hu",Arany 14K,rugós kapocs,Szív pulzus,Női,2.07 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,10 mm,
94690,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-v-i-p-gyerek-labnyom-p110441.html,"Arany nyaklánc V.I.P. Gyerek lábnyom, nőknek (IZ8182) | aEkszerek.hu",Arany 14K,rugós kapocs,Lábacskák,Női,2.37 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
263150,https://www.aekszerek.hu//arany/gyemant/nyaklancok/brilians-nyaklanc-rubinnal-rose-kollekcio-0-230-ct-p154432.html,"Briliáns nyaklánc rubinnal Rose kollekció 0,230 ct, nőknek (IZBR839RHR) | aEkszerek.hu",Arany 9K,karabíner,,Női,3.36 gramm,"0,375",Sárga arany,Válassza ki a méretet,35 mm,22 mm,"Brilliáns, Gyémánt, Rubin"
112990,https://www.aekszerek.hu//arany/gyemant/nyaklancok/feherarany-brilians-nyaklanc-szivek-0-050-ct-p151679.html,"Fehérarany briliáns nyaklánc Szívek 0,050 ct, nőknek (IZBR002AM) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.01 gramm,"0,585",Fehér arany,Válassza ki a méretet,13 mm,8 mm,"Brilliáns, Gyémánt"
124390,https://www.aekszerek.hu//arany/gyemant/nyaklancok/gyemant-nyaklanc-rozsaaranybol-merleg-0-090-ct-p149236.html,"Gyémánt nyaklánc rózsaaranyból Mérleg 0,090 ct, nőknek (IZBR526R) | aEkszerek.hu",Arany 14K,rugós kapocs,Kör,Női,1.04 gramm,"0,585",Rózsaszín arany,,,,"Brilliáns, Gyémánt"
124390,https://www.aekszerek.hu//arany/gyemant/nyaklancok/feherarany-nyaklanc-briliansokkal-0-090-ct-infinity-p149239.html,"Fehérarany nyaklánc briliánsokkal 0,090 ct Infinity, nőknek (IZBR273AM) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,0.85 gramm,"0,585",Fehér arany,,"16,5 mm","4,5 mm","Brilliáns, Gyémánt"
222690,https://www.aekszerek.hu//arany/gyemant/nyaklancok/feherarany-brilians-nyaklanc-0-100-ct-dancing-diamonds-p149227.html,"Fehérarany briliáns nyaklánc 0,100 ct Dancing Diamonds, nőknek (IZBR882A) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.18 gramm,"0,585",Fehér arany,,"8,5 mm","11,5 mm","Brilliáns, Gyémánt"
82790,https://www.aekszerek.hu//arany/gyemant/nyaklancok/brilians-nyaklanc-rose-aranybol-0-010-ct-haromszog-p149235.html,"Briliáns nyaklánc rosé aranyból 0,010 ct Háromszög, nőknek (IZBR527R) | aEkszerek.hu",Arany 14K,rugós kapocs,Háromszög,Női,0.90 gramm,"0,585",Rózsaszín arany,,"10,5 mm","7,5 mm",
128170,https://www.aekszerek.hu//arany/gyemant/nyaklancok/brilians-nyaklanc-rose-aranybol-0-050-ct-szivek-p149242.html,"Briliáns nyaklánc rosé aranyból 0,050 ct Szívek, nőknek (IZBR002R) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.84 gramm,"0,585",Rózsaszín arany,Válassza ki a méretet,"14,5 mm",8 mm,"Brilliáns, Gyémánt"
115340,https://www.aekszerek.hu//arany/gyemant/nyaklancok/ragyogo-nyaklanc-feher-aranybol-karma-0-080-ct-p149197.html,"Ragyogó nyaklánc fehér aranyból Karma 0.080 ct, nőknek (IZBR178AM) | aEkszerek.hu",Arany 14K,,Kör,Női,1.23 gramm,"0,585",Fehér arany,,"17,5 mm",10 mm,"Brilliáns, Gyémánt"
173490,https://www.aekszerek.hu//arany/gyemant/nyaklancok/feher-arany-brilians-nyaklanc-0-040-ct-p149210.html,"Fehér arany briliáns nyaklánc 0,040 ct, nőknek (IZBR838A) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.14 gramm,"0,585",Fehér arany,Válassza ki a méretet,"45,5 mm",25 mm,"Brilliáns, Gyémánt"
173490,https://www.aekszerek.hu//arany/gyemant/nyaklancok/rose-arany-brilians-nyaklanc-0-040-ct-p149211.html,"Rosé arany briliáns nyaklánc 0,040 ct, nőknek (IZBR838R) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.11 gramm,"0,585",Rózsaszín arany,Válassza ki a méretet,"44,5 mm",25 mm,"Brilliáns, Gyémánt"
139490,https://www.aekszerek.hu//arany/nyaklancok/noi/citrin-topaz-es-ametiszt-kovel-diszitett-nyaklanc-heratis-p144541.html,"Citrin, topáz és ametiszt kővel díszített nyaklánc, nőknek (IZBR752ANH) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.39 gramm,"0,585",Fehér arany,,,,"Ametiszt, Citrin, Topáz"
109290,https://www.aekszerek.hu//arany/gyemant/nyaklancok/arany-es-nyaklanc-gyemant-0-020-ct-alania-p126429.html,"Arany nyaklánc 0,020 ct gyémántokkal, Alania, nőknek (IZBR419R) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.28 gramm,"0,585",Sárga arany,Válassza ki a méretet,"6,10 mm",15 mm,"Brilliáns, Gyémánt"
181090,https://www.aekszerek.hu//arany/gyemant/nyaklancok/arany-nyaklanc-faith-gyemantokkal-p115963.html,"Arany nyaklánc Faith gyémántokkal, nőknek (IZBR006A) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.30 gramm,"0,585",Fehér arany,Válassza ki a méretet,"6,5 mm",,"Brilliáns, Gyémánt"
181090,https://www.aekszerek.hu//arany/gyemant/nyaklancok/nyaklanc-gyemant-es-zafir-p115965.html,"Nyaklánc briliánsokkal és zafírral, nőknek (IZBR004A) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.64 gramm,"0,585",Fehér arany,Válassza ki a méretet,"4,8 mm",,"Brilliáns, Gyémánt, Zafír"
